,categoria,subcategoria,marca,nombre,descripcion,precio,numero_valoraciones,valoracion,num_variaciones,fecha_extraccion,url_producto,formato,responsabilidad,efecto_sombra,efecto_labios,efecto_mascara,formulacion,tipo_piel,cobertura,acabado,textura
1131,Labios,Bálsamo labial,Givenchy,ROSE PERFECTO,Labial textura líquida,45.0,879,4.4,8,2025-05-06,https://www.sephora.es/p/rose-perfecto---labial-textura-liquida-P10025401.html,Standard,,,"Hidratante, Larga duración, Brillante / Glossy",,,,,,Bálsamo
1132,Ojos,Máscara de pestañas,Lancôme,Le 8 Hypnôse,Mascara-sérum Volumen,47.0,2194,4.2,0,2025-05-06,https://www.sephora.es/p/le-8-hypnose---mascara-serum-volumen-610607.html,Standard,,Mate,,"Voluminizador, Efecto rizado",,,,,Liquido
1133,Rostro,Iluminador,Pai,The Impossible Glow,Gotas iluminadoras y bronceadoras,20.0,75,4.7,3,2025-05-06,https://www.sephora.es/p/the-impossible-glow---gotas-iluminadoras-y-bronceadoras-P10025622.html,Standard,"Vegano, Clean at Sephora, Naturality, Planet aware at Sephora",,,,,Todo tipo de pieles,Ligera,,Liquido
1134,Ojos,Máscara de pestañas,Clarins,Supra Lift & Curl,Máscara de pestañas,43.0,30,4.2,0,2025-05-06,https://www.sephora.es/p/m%c3%a1scara-supra-lift-curl-558023.html,Standard,,Mate,,Efecto alargado,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",Total,Natural,Liquido
1135,Ojos,Sombras de ojos,RMS Beauty,Eyelights,Sombra de ojos liquida,32.99,0,0.0,3,2025-05-06,https://www.sephora.es/p/sombra-de-ojos-en-textura-liquida--sombra-de-ojos-liquida-P10025289.html,Standard,,Metalizado,,,,Todo tipo de pieles,Total,Natural,Crema
1136,Ojos,Máscara de pestañas,Yves Saint Laurent,Lash Clash,Máscara de pestañas,29.0,879,4.5,3,2025-05-06,https://www.sephora.es/p/lash-clash---mascara-volume-extreme-P10024132.html,Standard,,,,,,,,,
1137,Desmaquillante,Desmaquillante rostro,Fresh,Soy Face Cleanser,Gel limpiador facial y desmaquillante con soya,17.0,8681,4.4,2,2025-05-06,https://www.sephora.es/p/soy-face-cleanser---limpiador-P2652057.html,,Naturality,,,,No comedogénico,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",,,"Gel, Mousse"
1138,Labios,Barra de labios,Sephora Collection,Rouge Is Not My Name,Barra de labios satinada,13.99,35,4.2,20,2025-05-06,https://www.sephora.es/p/rouge-is-not-my-name---barra-de-labios-satinada-P10024398.html,Standard,Vegano,,"Hidratante, Larga duración, Satinado",,,,,,Crema
1139,Labios,Voluminizador labios,Tarte,Maracuja Juicy Lip Plump,Gloss hidratante y voluminizador,26.0,649,4.3,6,2025-05-06,https://www.sephora.es/p/maracuja-juicy-lip-plump---brillo-de-labios-revitalizante-P10025111.html,Standard,Vegano,,"Hidratante, Brillante / Glossy, Voluminizador",,,,,Brillante,"Crema, Bálsamo"
1140,Ojos,Máscara de pestañas,Tarte,Maneater™ Waterproof Mascara,Mascara de pestañas resistente al agua,31.0,62,3.2,0,2025-05-06,https://www.sephora.es/p/maneater%e2%84%a2-waterproof-mascara---mascara-de-pestanas-resistente-al-agua-585743.html,Standard,,Mate,,"Voluminizador, Efecto alargado, Efecto rizado, Impermeable",,,,Natural,Liquido
1141,Rostro,Primer & spray fijador,Nars,Light Reflecting Setting Powder,Polvos fijadores,48.0,65,4.4,0,2025-05-06,https://www.sephora.es/p/light-reflecting-setting-powder-585957.html,Standard,,,,,,Todo tipo de pieles,Total,,Polvo compacto
1142,Rostro,Base de maquillaje,Nars,Light Reflecting Foundation,Base de maquillaje fluida,54.0,1339,4.5,31,2025-05-06,https://www.sephora.es/p/light-reflecting-foundation---base-de-maquillaje-P10024551.html,,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel sensible","Media, Ligera",Natural,Liquido
1143,Ojos,Eyeliner,Benefit Cosmetics,They're Real! Xtreme Precision Liner -Eyeliner Líquido De Alta Precisión,,30.0,1037,4.6,0,2025-05-06,https://www.sephora.es/p/theyre-real-xtreme-precision-liner---eyeliner-resistente-al-agua-585605.html,,,Mate,,Voluminizador,,Todo tipo de pieles,Total,Natural,
1144,Desmaquillante,Aceite desmaquillante,Isdin,Isdin Essential Cleansing,Aceite Limpiador Facial,36.0,1,5.0,0,2025-05-06,https://www.sephora.es/p/isdinceutics-essential-cleansing-200-ml-584840.html,Standard,,,,,No comedogénico,Todo tipo de pieles,,,"Aceite, Leche"
1145,Rostro,Antiojeras & corrector,Dior Backstage,Dior Backstage Flash Perfector Concealer,Corrector de alta cobertura,35.0,223,4.2,22,2025-05-06,https://www.sephora.es/p/dior-backstage-flash-perfector-concealer--corrector-alta-cobertura-P10024438.html,Standard,,,,,,Todo tipo de pieles,Total,Natural,Liquido
1146,Rostro,Contouring,Milk Makeup,Bionic Bronzer,Bronceador líquido,37.99,207,4.5,0,2025-05-06,https://www.sephora.es/p/bionic-bronzer---bronceador-liquido-P10024033.html,Standard,"Vegano, Naturality",,,,,Todo tipo de pieles,Media,Natural,Liquido
1147,Rostro,Iluminador,Milk Makeup,Bionic Glow,Iluminador líquido,41.99,1,5.0,2,2025-05-06,https://www.sephora.es/p/bionic-glow---iluminador-liquido-P10024031.html,Standard,"Vegano, Naturality",,,,,Todo tipo de pieles,Media,,Liquido
1148,Rostro,Antiojeras & corrector,Milk Makeup,Sunshine Under Eye Tint + Brighten Refill,Recambio corrector,28.99,5,3.2,4,2025-05-06,https://www.sephora.es/p/sunshine-under-eye-tint-brighten-refill---recambio-corrector-P10024333.html,Frasco recargable/Vaporizador,"Vegano, Naturality, Refillable",,,,,Todo tipo de pieles,,,Liquido
1149,Labios,Lápiz de labios,Anastasia Beverly Hills,Lip Liner,Lápiz de labios,22.99,3,4.7,15,2025-05-06,https://www.sephora.es/p/lip-liner---l%c3%a1piz-de-labios-P10023938.html,Standard,,,"Larga duración, Natural, Mate",,,Todo tipo de pieles,"Total, Media",Mate,Crema
1150,Labios,Barra de labios,Anastasia Beverly Hills,Satin Lipstick,Barra de labios acabado satinado,25.99,3,5.0,15,2025-05-06,https://www.sephora.es/p/satin-lipstick---barra-de-labios-acabado-satinado-P10023936.html,Standard,,,"Larga duración, Satinado",,,Todo tipo de pieles,"Total, Media",Mate,Crema
1151,Labios,Barra de labios,Lancôme,L'Absolue Rouge Cream,Barra de labios,45.0,62,5.0,34,2025-05-06,https://www.sephora.es/p/labsolue-rouge-cream---barra-de-labios-P10023791.html,Standard,,Metalizado,"Hidratante, Larga duración, Satinado",,,Todo tipo de pieles,Total,,Crema
1152,Labios,Barra de labios,Lancôme,L'Absolue Drama Matte,Barra de labios,42.99,65,4.9,0,2025-05-06,https://www.sephora.es/p/labsolue-drama-matte---barra-de-labios-550257.html,Standard,,,"Hidratante, Larga duración",,,,,,Crema
1153,Ojos,Eyeliner,Clinique,High impact easy liquid liner,Delineador de ojos,29.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/high-impact-easy-liquid-liner---delineador-de-ojos-576873.html,Standard,,Mate,,,,,,Natural,
1154,Cejas,Lápiz & polvo para cejas,Clinique,Quickliner for brows,Delineador para Cejas,29.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/quickliner-for-brows---delineador-para-cejas-P10024094.html,,,,,,,Todo tipo de pieles,Total,Natural,
1155,Ojos,Máscara de pestañas,Clinique,Máscara de pestañas,,36.0,5,4.2,0,2025-05-06,https://www.sephora.es/p/m%c3%a1scara-de-pestanas-576872.html,Standard,,Mate,,"Efecto alargado, Efecto rizado, Impermeable",,,,,
1156,Labios,Gloss/ Brillo labial,Clarins,Lip Comfort Oil,Aceite labial con color,31.0,643,4.2,8,2025-05-06,https://www.sephora.es/p/lip-oil-confort-P10024574.html,Standard,,,"Hidratante, Larga duración, Brillante / Glossy",,,Todo tipo de pieles,Total,,Aceite
1157,Rostro,Base de maquillaje,Givenchy,PRISME LIBRE SKIN-CARING MATTE,Base de maquillaje,57.0,85,4.9,30,2025-05-06,https://www.sephora.es/p/prisme-libre-skin-caring-matte-foundation-base-de-maquillaje-P10024809.html,Standard,,,,,,Todo tipo de pieles,Total,Mate,Liquido
1158,Desmaquillante,Desmaquillante rostro,Drunk Elephant,Slaai™ Makeup-Melting Butter Cleanser,Bálsamo Limpiador Facial,41.0,1348,3.8,0,2025-05-06,https://www.sephora.es/p/slaai%e2%84%a2---manteca-limpiadora-fundente-472759.html,Standard,"Vegano, Clean at Sephora, Naturality",,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",,,Bálsamo
1159,Desmaquillante,Desmaquillante rostro,Drunk Elephant,Pekee Bar™,Jabón Facial Hidratante,33.0,417,4.5,0,2025-05-06,https://www.sephora.es/p/pekee-bar%e2%84%a2---producto-limpiador-hidratante-453768.html,Standard,Clean at Sephora,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",,,Loción
1160,Pinceles & accesorios,Brocha rostro,Make Up For Ever,HD SKIN BROCHA nº109,Brocha para aplicar base de maquillaje,50.0,35,4.7,0,2025-05-06,https://www.sephora.es/p/pinceau-109---brocha-para-aplicar-base-de-maquillaje-580662.html,,,,,,,Todo tipo de pieles,Total,,
1161,Pinceles & accesorios,Esponja de maquillaje,Make Up For Ever,Esponja HD Skin,Esponja para maquillaje,18.0,52,4.4,0,2025-05-06,https://www.sephora.es/p/esponja-hd-skin---esponja-para-maquillaje-580663.html,,,,,,,Todo tipo de pieles,Total,Natural,
1162,Desmaquillante,Aceite desmaquillante,Erborian,Centella Cleansing Balm,Bálsamo desmaquillante,33.0,22,4.4,0,2025-05-06,https://www.sephora.es/p/centella-cleansing-balm---b%c3%a1lsamo-desmaquillante-580486.html,Standard,,,,,,Todo tipo de pieles,,,Bálsamo
1163,Labios,Gloss/ Brillo labial,Natasha Denona,I Need A Rose Lipgloss,Brillo de labios,31.99,45,4.6,0,2025-05-06,https://www.sephora.es/p/i-need-a-rose-lipgloss---brillo-de-labios-584853.html,Standard,,,"Larga duración, Brillante / Glossy",,,"Piel normal, Piel seca, Piel grasa","Media, Ligera",Brillante,Liquido
1164,Labios,Barra de labios,Natasha Denona,I Need A Rose Lipstick,Barra de labios,29.99,43,4.5,2,2025-05-06,https://www.sephora.es/p/i-need-a-rose-lipstick---barra-de-labios-P10024210.html,Standard,,,"Hidratante, Larga duración",,,"Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",Total,Natural,Crema
1165,Rostro,Polvos bronceadores,Guerlain,Terracotta Light,Polvos Naturales Bronceadores 96% Ingredientes Origen Natural,39.0,23,4.5,6,2025-05-06,https://www.sephora.es/p/terracotta-light-los-polvos-naturales-efecto-buena-cara-P10023717.html,Standard,,,,,,Piel mixta,Media,Natural,Polvo compacto
1166,Sacapuntas,,Guerlain,Terracotta Brush,Brocha para polvos bronceadores,59.0,6,4.0,0,2025-05-06,https://www.sephora.es/p/terracotta-brush--brocha-para-polvos-bronceadores-584832.html,Standard,,,,,,Piel mixta,Media,Natural,Polvo compacto
1167,Desmaquillante,Desmaquillante rostro,Dior,La Mousse OFF/ON,Espuma limpiadora facial,44.0,579,4.4,0,2025-05-06,https://www.sephora.es/p/la-mousse-off%2fon---espuma-limpiadora-facial-582925.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",Total,Natural,Mousse
1168,Rostro,Base de maquillaje,Make Up For Ever,HD Skin,Base de maquillaje larga duración,44.0,4937,4.2,28,2025-05-06,https://www.sephora.es/p/hd-skin---base-de-maquillaje-larga-duracion-P10023453.html,"Standard, Set/Estuche/Kit",Vegano,,Metálico,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Media,Natural,Liquido
1169,Ojos,Paleta de sombras de ojos,Hourglass,Ambient Lighting Palette Volume 3,Paleta de sombras,79.0,1,5.0,0,2025-05-06,https://www.sephora.es/p/ambient-lighting-palette-volume-3---paleta-de-sombras-580979.html,Set/Estuche/Kit,Vegano,Brillante,,,,Todo tipo de pieles,Total,Natural,Polvo compacto
1170,Rostro,Contouring,Rare Beauty,Warm Wishes Effortless Bronzer Stick,Bronceador en barra,31.0,86,4.5,6,2025-05-06,https://www.sephora.es/p/warm-wishes-effortless-bronzer---polvos-bronceadores-P10023966.html,,Vegano,,,,,Todo tipo de pieles,Media,Natural,Crema
1171,Pinceles & accesorios,Brocha rostro,Rare Beauty,Soft Pinch Liquid,Brocha para colorete,30.0,230,4.6,0,2025-05-06,https://www.sephora.es/p/soft-pinch-liquid---brocha-para-colorete-577235.html,,Vegano,,,,,,,,"Polvo compacto, Polvo suelto"
1172,Rostro,Base de maquillaje,Charlotte Tilbury,Hollywood Flawless Filter Travel,Base de maquillaje,22.0,612,4.1,4,2025-05-06,https://www.sephora.es/p/hollywood-flawless-filter-travel---base-de-maquillaje-P10023983.html,Formato viaje,,,,,,"Piel normal, Piel mixta, Piel sensible",Media,,
1173,Labios,Gloss/ Brillo labial,Too Faced,Tamaño Viaje Lip Injection Maximum Plump,Brillo Labial Voluminizador,22.0,16,2.4,0,2025-05-06,https://www.sephora.es/p/lip-injection-maximum-plump---gloss-formato-viaje-551302.html,Formato viaje,,,"Hidratante, Larga duración, Brillante / Glossy, Natural, Voluminizador",,,,,,Bálsamo
1174,Rostro,Antiojeras & corrector,Benefit Cosmetics,Boi-ing Bright On,Corrector Iluminador,31.0,607,4.3,12,2025-05-06,https://www.sephora.es/p/boi-ing-bright-on--corrector-iluminador-P10023976.html,Standard,,,,,,Todo tipo de pieles,"Media, Ligera",Natural,"Liquido, Crema"
1175,Rostro,Antiojeras & corrector,Benefit Cosmetics,Boiing Cakeless Concealer,Corrector de Ojeras de Alta Cobertura,31.0,2410,4.4,27,2025-05-06,https://www.sephora.es/p/antiojeras-boiing-cakeless-sin-efecto-apelmazamiento---antiojeras-P3787003.html,Standard,,,,,,"Todo tipo de pieles, Piel madura","Total, Media",Natural,Liquido
1176,Labios,Barra de labios,Fenty Beauty,Fenty Icon,Labial recargable semi-mate,22.0,66,4.3,4,2025-05-06,https://www.sephora.es/p/fenty-icon---labial-recargable-semi-mate-P10024039.html,,Vegano,,Larga duración,,,Todo tipo de pieles,Media,Mate,Crema
1177,Labios,Barra de labios,Yves Saint Laurent,The Slim Velvet Radical,Barra de labios Rouge Libre,49.0,72,4.5,3,2025-05-06,https://www.sephora.es/p/the-slim-velvet-radical---barra-de-labios-rouge-libre-P10023980.html,Standard,,,Larga duración,,,,,,Crema
1178,Ojos,Máscara de pestañas,Lancôme,Lash Idôle Waterproof,Máscara de pestañas resistente al agua,24.0,438,4.4,0,2025-05-06,https://www.sephora.es/p/lash-idole-waterproof---m%c3%a1scara-de-pestanas-resistente-al-agua-573489.html,Standard,,Mate,,"Voluminizador, Efecto alargado, Efecto rizado, Impermeable",,,,,
1179,Ojos,Eyeliner,Lancôme,Lash Idôle,Eyeliner alta precisión,40.0,1427,4.2,0,2025-05-06,https://www.sephora.es/p/lash-idole----eyeliner-alta-precision-573490.html,Standard,,,,Impermeable,,,,,
1180,Labios,Barra de labios,Sisley,Phyto-Rouge Shine,Barra de labios,54.0,37,4.9,12,2025-05-06,https://www.sephora.es/p/phyto-rouge-shine---barra-de-labios-P10023765.html,Standard,,,"Larga duración, Brillante / Glossy",,No comedogénico,Piel normal,Media,"Natural, Brillante",Liquido
1181,Rostro,Base de maquillaje,Tarte,Shape Tape™,Fondo de maquillaje cobertura ligera,42.0,2,5.0,13,2025-05-06,https://www.sephora.es/p/shape-tape-base-shape-tape%e2%84%a2-P10023098.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal",Media,"Natural, Mate",Liquido
1182,Rostro,Antiojeras & corrector,KVD Beauty,Good Apple Concealer,Corrector de alta cobertura,30.99,10,3.7,17,2025-05-06,https://www.sephora.es/p/good-apple-concealer-corrector-alta-cobertura-super-ligero-P10023758.html,Standard,Vegano,,,,,Todo tipo de pieles,Ligera,Natural,Liquido
1183,Rostro,Colorete,KVD Beauty,ModCon Liquid,Colorete en gel,31.99,2,4.5,4,2025-05-06,https://www.sephora.es/p/modcon-liquid---colorete-en-gel-P10017224.html,Standard,,,,,,Todo tipo de pieles,Ligera,Natural,"Liquido, Gel"
1184,Rostro,Contouring,KVD Beauty,ModCon Liquid Gel Contour,Contorno de rostro textura gel,31.99,2,2.5,4,2025-05-06,https://www.sephora.es/p/modcon-liquid-contorno-de-ojos-textura-gel-P10018505.html,Standard,,Mate,,,,Todo tipo de pieles,Ligera,Natural,Liquido
1185,Paletas maquillaje,Paleta de sombras de ojos,Natasha Denona,Mini Biba,Mini paleta de sombras,26.99,84,4.4,0,2025-05-06,https://www.sephora.es/p/mini-biba---mini-paleta-de-sombras-579261.html,"Set/Estuche/Kit, Formato viaje",,"Mate, Irisado/Nacarado",,,,,,,
1186,Sacapuntas,,Sephora Collection,Sacapuntas,Sacapuntas 3 tamaños,3.99,38,4.7,0,2025-05-06,https://www.sephora.es/p/taille-crayon---sacapuntas-3-tamanos-532044.html,"Standard, Formato viaje",,,,,,,,,
1187,Labios,Gloss/ Brillo labial,Sephora Collection,Outrageous intense,Hidratante de labios,13.99,170,4.2,3,2025-05-06,https://www.sephora.es/p/outrageous-intense---hidratante-de-labios-P10023038.html,Standard,Vegano,,"Hidratante, Brillante / Glossy, Voluminizador",,,,,,Bálsamo
1188,Rostro,Primer & spray fijador,Sephora Collection,Spray fijador maquillaje,16 horas fijación,15.99,31,4.5,0,2025-05-06,https://www.sephora.es/p/spray-fijador-maquillaje---16-horas-fijacion-481854.html,Standard,"Vegano, Naturality",,,,,Todo tipo de pieles,Ligera,,Spray
1189,Paletas maquillaje,Paleta de sombras de ojos,Pat McGrath Labs,Mothership IX Artistry Palette Huetopian Dream,Paleta sombras,149.99,6,5.0,0,2025-05-06,https://www.sephora.es/p/mothership-ix-artistry-palette-huetopian-dream---paleta-sombras-566082.html,Set/Estuche/Kit,,Metalizado,,,,Todo tipo de pieles,Total,Natural,Polvo compacto
1190,Labios,,Huda Beauty,Liquid Matte,Labial acabado mate,28.0,139,4.0,12,2025-05-06,https://www.sephora.es/p/liquid-matte---labial-acabado-mate-P10023807.html,Standard,Vegano,,Larga duración,,,Todo tipo de pieles,Total,Mate,Liquido
1191,Ojos,Máscara de pestañas,Sephora Collection,Big By Definition Mascara,Máscara Volumen Formato Viaje,6.99,15,2.9,0,2025-05-06,https://www.sephora.es/p/big-by-definition-mascara--m%c3%a1scara-volumen--formato-viaje-548223.html,Standard,Vegano,Mate,,Voluminizador,,Todo tipo de pieles,Total,Natural,Liquido
1192,Rostro,Base de maquillaje,Charlotte Tilbury,Charlotte's Beautiful Skin Foundation,Base de maquillaje,52.0,693,4.3,23,2025-05-06,https://www.sephora.es/p/charlottes-beautiful-skin-foundation---1-neutral-P10023440.html,Standard,Vegano,,,,,Todo tipo de pieles,"Total, Media","Natural, Mate","Liquido, Líquido"
1193,Rostro,Base de maquillaje,Dior,Dior Forever,Fondo de maquillaje mate,63.0,6,4.8,20,2025-05-06,https://www.sephora.es/p/dior-forever--fondo-de-maquillaje-mate-P10023135.html,Standard,,,,,No comedogénico,"Todo tipo de pieles, Piel sensible","Total, Media","Natural, Mate",Liquido
1194,Rostro,Base de maquillaje,Dior,Dior Forever Skin Glow,Fondo de maquillaje luminoso,63.0,7,4.7,21,2025-05-06,https://www.sephora.es/p/dior-forever-skin-glow-fondo-de-maquillaje-luminoso-P10023136.html,Standard,,,,,No comedogénico,Todo tipo de pieles,"Total, Media","Natural, Mate","Liquido, Crema"
1195,Ojos,Máscara de pestañas,Benefit Cosmetics,BADgal BANG ! Waterproof,Máscara de Pestañas Voluminizadora Resistente al Agua,33.0,2438,4.6,0,2025-05-06,https://www.sephora.es/p/badgal-bang---m%c3%a1scara-waterproof-577898.html,Standard,,Mate,,"Voluminizador, Efecto rizado, Impermeable",,Todo tipo de pieles,Total,Natural,Líquido
1196,Rostro,Primer & spray fijador,Benefit Cosmetics,The POREfessional Lite Primer,Base de maquillaje ultraligera,20.0,2193,4.2,2,2025-05-06,https://www.sephora.es/p/the-porefessional-lite-primer---base-de-maquillaje-ultraligera-P10023148.html,,,,,,,Todo tipo de pieles,Media,,
1197,Rostro,Primer & spray fijador,Benefit Cosmetics,The POREfessional Lite Primer,Base de maquillaje ultraligera,20.0,2193,4.2,2,2025-05-06,https://www.sephora.es/p/the-porefessional-lite-primer---base-de-maquillaje-ultraligera-576539.html,Formato viaje,,,,,No comedogénico,Todo tipo de pieles,Media,Mate,Bálsamo
1198,Cejas,Lápiz & polvo para cejas,Dior,Diorshow,Lápiz de cejas,33.0,0,0.0,5,2025-05-06,https://www.sephora.es/p/diorshow---l%c3%a1piz-de-cejas-P10013221.html,Standard,,,Larga duración,,,"Piel seca, Piel grasa","Total, Media",Natural,
1199,Labios,Barra de labios,Yves Saint Laurent,Rouge Pur Couture The Slim Velvet Radical,Labial,49.0,3,5.0,5,2025-05-06,https://www.sephora.es/p/rouge-pur-couture-the-slim-velvet-radical---labial-P10018407.html,Standard,,,Larga duración,,,Todo tipo de pieles,Total,Mate,Crema
1200,Rostro,Base de maquillaje,Clarins,Skin Illusion Velvet,Base de maquillaje,54.0,16,4.4,12,2025-05-06,https://www.sephora.es/p/skin-illusion-velvet-base-de-maquillaje-P10021158.html,Standard,,,,,,Todo tipo de pieles,Ligera,"Natural, Mate",Liquido
1201,Rostro,Colorete,Natasha Denona,Glam Face palette,Paleta maquillaje,64.99,132,4.0,2,2025-05-06,https://www.sephora.es/p/glam-face-palette---paleta-maquillaje-P10018761.html,Set/Estuche/Kit,,"Mate, Irisado/Nacarado",Larga duración,Voluminizador,,Todo tipo de pieles,"Total, Media",Natural,"Crema, Polvo compacto"
1202,Paletas maquillaje,Paleta de sombras de ojos,Huda Beauty,Paleta de Sombras,Rose Quartz Palette,74.0,312,4.7,0,2025-05-06,https://www.sephora.es/p/rose-quartz-eyeshadow-palette---paleta-sombras-de-ojos-555714.html,Standard,,"Mate, Metalizado, Irisado/Nacarado",,Voluminizador,,Todo tipo de pieles,Total,Natural,Polvo compacto
